userid;answerid;scenario;intent;status;answer_annotation;notes;suggested_entities;answer_normalised;answer;question
;190;general;affirm;;you have done your understanding correcly.;;;;you have done your understanding correcly.;
;191;general;affirm;;it was confirmed.;;;;it was confirmed.;
;192;general;affirm;;yeah amazing response to the command.;;;;yeah amazing response to the command.;
;193;general;affirm;;you have got my instructions right.;;;;you have got my instructions right.;
;194;general;affirm;;get command exactly.;;;;get command exactly.;
;195;general;affirm;;yeah wonderful response to the command.;;;;yeah wonderful response to the command.;
;196;general;affirm;;yes got that perfectly.;;;;yes got that perfectly.;
;197;general;affirm;;answer is wonderful.;;;;answer is wonderful.;
;198;general;affirm;;great response.;;;;great response.;
;199;general;affirm;;yes you got answer correcly.;;;;yes you got answer correcly.;
;200;general;affirm;;you understood my instructions right.;;;;you understood my instructions right.;
;201;general;affirm;;amazing response.;;;;amazing response.;
;202;general;affirm;;that was confirmed.;;;;that was confirmed.;
;203;general;affirm;;yeap that's wonderful.;;;;yeap that's wonderful.;
;204;general;affirm;;yes strongly agree.;;;;yes strongly agree.;
;205;general;affirm;;yeap excellent response.;;;;yeap excellent response.;
;206;general;affirm;;yes the command is confirmed.;;;;yes the command is confirmed.;
;207;general;affirm;;yeah you've got your understanding perfectly.;;;;yeah you've got your understanding perfectly.;
;208;general;affirm;;you've got it correcly.;;;;you've got it correcly.;
;209;general;affirm;;yes you have done the command correcly.;;;;yes you have done the command correcly.;
;210;general;affirm;;yeap you have got my instructions correcly.;;;;yeap you have got my instructions correcly.;
;211;general;affirm;;you've done that exactly.;;;;you've done that exactly.;
;212;general;affirm;;yeah it's good.;;;;yeah it's good.;
;213;general;affirm;;yes exact response.;;;;yes exact response.;
;214;general;affirm;;yes you have understood my instructions perfectly.;;;;yes you have understood my instructions perfectly.;
;215;general;affirm;;that is confirmed.;;;;that is confirmed.;
;216;general;affirm;;you have understood my instructions perfectly.;;;;you have understood my instructions perfectly.;
;217;general;affirm;;yeap you have got my instructions perfectly.;;;;yeap you have got my instructions perfectly.;
;218;general;affirm;;yes you get it exactly.;;;;yes you get it exactly.;
;219;general;affirm;;yeah you've done your understanding exactly.;;;;yeah you've done your understanding exactly.;
;220;general;affirm;;yeap get the command perfectly.;;;;yeap get the command perfectly.;
;221;general;affirm;;yeap perfect response.;;;;yeap perfect response.;
;222;general;affirm;;you did that correcly.;;;;you did that correcly.;
;223;general;affirm;;the command was wonderful.;;;;the command was wonderful.;
;224;general;affirm;;the answer was good.;;;;the answer was good.;
;225;general;affirm;;right response to the command.;;;;right response to the command.;
;226;general;affirm;;you have understood my instructions right.;;;;you have understood my instructions right.;
;227;general;affirm;;you understood the answer right.;;;;you understood the answer right.;
;228;general;affirm;;yeap that's fantastic.;;;;yeap that's fantastic.;
;229;general;affirm;;yes you understood my instructions right.;;;;yes you understood my instructions right.;
;230;general;affirm;;yes it's great.;;;;yes it's great.;
;231;general;affirm;;yeap that is confirmed.;;;;yeap that is confirmed.;
;232;general;affirm;;yeap you did your understanding correcly.;;;;yeap you did your understanding correcly.;
;233;general;affirm;;wonderful response to the command.;;;;wonderful response to the command.;
;234;general;affirm;;yeah you understood my instructions exactly.;;;;yeah you understood my instructions exactly.;
;235;general;affirm;;it's excellent.;;;;it's excellent.;
;236;general;affirm;;yes you've understood that right.;;;;yes you've understood that right.;
;237;general;affirm;;yeah that's correct.;;;;yeah that's correct.;
;238;general;affirm;;yeap you've gotten your understanding perfectly.;;;;yeap you've gotten your understanding perfectly.;
;239;general;affirm;;yeap command was confirmed.;;;;yeap command was confirmed.;
;240;general;affirm;;it's perfect.;;;;it's perfect.;
;241;general;affirm;;got your understanding perfectly.;;;;got your understanding perfectly.;
;242;general;affirm;;you did the command correcly.;;;;you did the command correcly.;
;243;general;affirm;;you have done it correcly.;;;;you have done it correcly.;
;244;general;affirm;;strongly agree.;;;;strongly agree.;
;245;general;affirm;;yes you've done command exactly.;;;;yes you've done command exactly.;
;246;general;affirm;;wonderful response to command.;;;;wonderful response to command.;
;247;general;affirm;;yeah you have understood my instructions perfectly.;;;;yeah you have understood my instructions perfectly.;
;248;general;affirm;;yeap it is confirmed.;;;;yeap it is confirmed.;
;249;general;affirm;;yes correct response.;;;;yes correct response.;
;250;general;affirm;;you have gotten my instructions perfectly.;;;;you have gotten my instructions perfectly.;
;251;general;affirm;;perfect response to the command.;;;;perfect response to the command.;
;252;general;affirm;;yes that's correct.;;;;yes that's correct.;
;253;general;affirm;;yeah agreed.;;;;yeah agreed.;
;254;general;affirm;;yes great response.;;;;yes great response.;
;255;general;affirm;;get that perfectly.;;;;get that perfectly.;
;256;general;affirm;;yes you have done your understanding correcly.;;;;yes you have done your understanding correcly.;
;257;general;affirm;;yes you've gotten my instructions exactly.;;;;yes you've gotten my instructions exactly.;
;258;general;affirm;;yes that's wonderful.;;;;yes that's wonderful.;
;259;general;affirm;;yeah it's fantastic.;;;;yeah it's fantastic.;
;260;general;affirm;;yes perfect response to the command.;;;;yes perfect response to the command.;
;261;general;affirm;;yeah it's confirmed.;;;;yeah it's confirmed.;
;262;general;affirm;;yeah get that correcly.;;;;yeah get that correcly.;
;263;general;affirm;;yeap you've gotten the command correcly.;;;;yeap you've gotten the command correcly.;
;264;general;affirm;;yeap you got answer perfectly.;;;;yeap you got answer perfectly.;
;265;general;affirm;;you have done command exactly.;;;;you have done command exactly.;
;266;general;affirm;;yes right.;;;;yes right.;
;267;general;affirm;;it's confirmed.;;;;it's confirmed.;
;268;general;affirm;;that's great.;;;;that's great.;
;269;general;affirm;;yeap you've done command perfectly.;;;;yeap you've done command perfectly.;
;270;general;affirm;;you have got my instructions perfectly.;;;;you have got my instructions perfectly.;
;271;general;affirm;;yeah affirmative.;;;;yeah affirmative.;
;272;general;affirm;;yeap affirmative.;;;;yeap affirmative.;
;273;general;affirm;;got your understanding right.;;;;got your understanding right.;
;274;general;affirm;;you've got my instructions right.;;;;you've got my instructions right.;
;275;general;affirm;;you've understood my instructions exactly.;;;;you've understood my instructions exactly.;
;276;general;affirm;;yes your understanding is confirmed.;;;;yes your understanding is confirmed.;
;277;general;affirm;;you've done the command correcly.;;;;you've done the command correcly.;
;278;general;affirm;;you get it perfectly.;;;;you get it perfectly.;
;279;general;affirm;;yes answer was amazing.;;;;yes answer was amazing.;
;280;general;affirm;;yes it's right.;;;;yes it's right.;
;281;general;affirm;;you have gotten command perfectly.;;;;you have gotten command perfectly.;
;282;general;affirm;;fantastic.;;;;fantastic.;
;283;general;affirm;;fantastic response.;;;;fantastic response.;
;284;general;affirm;;you've understood command correcly.;;;;you've understood command correcly.;
;285;general;affirm;;yeap wonderful response to the command.;;;;yeap wonderful response to the command.;
;286;general;affirm;;right.;;;;right.;
;287;general;affirm;;that is good.;;;;that is good.;
;288;general;affirm;;yes great response to command.;;;;yes great response to command.;
;289;general;affirm;;you got that right.;;;;you got that right.;
;290;general;affirm;;yeap answer was good.;;;;yeap answer was good.;
;291;general;affirm;;yeah you've done it perfectly.;;;;yeah you've done it perfectly.;
;292;general;affirm;;yeap great.;;;;yeap great.;
;293;general;affirm;;exact response.;;;;exact response.;
;294;general;affirm;;yeap perfectly.;;;;yeap perfectly.;
;295;general;affirm;;get command right.;;;;get command right.;
;296;general;affirm;;yes you've got the answer exactly.;;;;yes you've got the answer exactly.;
;297;general;affirm;;yeah great response.;;;;yeah great response.;
;298;general;affirm;;yeap wonderful.;;;;yeap wonderful.;
